,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,FRAUD_NONFRAUD,median_income,mean_income,overall_rank,state,fraud_score,id_theft_rank,fraud_rank,policy rank,AGE,year,month,fraud_hits,alert_counts,fraud_alert_ratio
91,2.27,2766.47,Senior,6,24,1 year or Less,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89431,NV,Unknown,2000-04-21,Morning,2/27/2021,Non-Fraud,45722.0,60586.0,4,NV,67.15,13,2,22,63,2021,2,0,7,0.0
92,0.01,0.0,Adult,5,15,1 year or Less,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89431,NV,2-3 years,1990-09-14,Morning,4/7/2021,Non-Fraud,45722.0,60586.0,4,NV,67.15,13,2,22,49,2021,4,0,7,0.0
93,0.01,0.0,Adult,3,61,2-3 years,comcast,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,89135,NV,Unknown,1988-07-17,Early Morning,3/6/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,47,2021,3,1,17,0.058823529411764705
94,348.03,0.0,Senior,7,14,1 year or Less,centurylink communications  llc,southwest,arizona,ONLN,TABLET,UN_PWD,ALLOW,89135,NV,Unknown,1984-01-15,Afternoon,5/18/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,75,2021,5,1,17,0.058823529411764705
95,495.24,4498.59,Senior,3,555,1 year or Less,bevcomm,great lakes,minnesota,ONLN,MOBILE,TOUCH_ID,ALLOW,89135,NV,1 year or Less,1980-11-08,Morning,6/26/2021,Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,60,2021,6,1,17,0.058823529411764705
96,495.14,2659.13,Senior,5,1213,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,89135,NV,Unknown,1981-03-04,Morning,3/23/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,75,2021,3,1,17,0.058823529411764705
97,4.47,4063.74,Young Adult,19,71,2-3 years,charter communications,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,89135,NV,Unknown,2004-07-15,Morning,7/1/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,29,2021,7,1,17,0.058823529411764705
98,69.78,5131.33,Adult,3,544,3-4 years,cellco partnership dba verizon wireless,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,89135,NV,Unknown,1993-08-03,Morning,5/30/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,37,2021,5,1,17,0.058823529411764705
99,125.87,1984.79,Adult,5,1441,3-4 years,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89135,NV,Unknown,1991-05-07,Evening,6/9/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,47,2021,6,1,17,0.058823529411764705
100,302.76,0.0,Senior,6,567,Unknown,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,89135,NV,2-3 years,2016-11-02,Early Morning,3/1/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,75,2021,3,1,17,0.058823529411764705
101,0.1,2864.52,Senior,4,1693,2-3 years,cox communications inc.,southwest,arizona,ONLN,DESKTOP,TOUCH_ID,ALLOW,89135,NV,Unknown,1997-11-12,Early Morning,2/27/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,75,2021,2,1,17,0.058823529411764705
102,0.01,0.0,Senior,4,1939,Unknown,cellco partnership dba verizon wireless,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89135,NV,2-3 years,2004-09-23,Morning,5/15/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,63,2021,5,1,17,0.058823529411764705
103,12.19,8073.3,Adult,2,1764,1 year or Less,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,89135,NV,2-3 years,2004-08-01,Afternoon,2/9/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,30,2021,2,1,17,0.058823529411764705
104,0.01,9855.37,Adult,8,29,1 year or Less,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89135,NV,2-3 years,2013-09-17,Afternoon,1/19/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,37,2021,1,1,17,0.058823529411764705
105,0.01,0.0,Senior,9,57,3-4 years,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89135,NV,Unknown,2000-01-08,Afternoon,6/2/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,63,2021,6,1,17,0.058823529411764705
106,0.01,0.0,Senior,4,1916,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89135,NV,Unknown,1994-08-21,Morning,3/8/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,60,2021,3,1,17,0.058823529411764705
107,6.43,592.94,Adult,6,2070,1 year or Less,frontier communications of america  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,89135,NV,1 year or Less,1999-02-20,Evening,7/8/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,53,2021,7,1,17,0.058823529411764705
108,7.37,0.0,Senior,4,96,1 year or Less,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89135,NV,Unknown,1997-06-30,Morning,7/2/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,60,2021,7,1,17,0.058823529411764705
109,26.9,3729.51,Adult,4,765,1 year or Less,comcast cable communications  llc,southwest,california,MOBL,missing,UN_PWD,ALLOW,89135,NV,Unknown,2017-12-19,Morning,1/11/2021,Non-Fraud,94821.0,151824.0,4,NV,67.15,13,2,22,44,2021,1,1,17,0.058823529411764705
110,493.4,103909.68,Senior,4,167,1 year or Less,security firewall ltd,unknown,zuerich,MOBL,missing,UN_PWD,ALLOW,89102,NV,Unknown,2007-02-08,Afternoon,2/13/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,78,2021,2,1,12,0.08333333333333333
111,456.74,0.0,Senior,6,721,1 year or Less,charter communications,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,89102,NV,Unknown,2001-05-13,Morning,2/11/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,60,2021,2,1,12,0.08333333333333333
112,311.24,4842.65,Senior,6,377,1 year or Less,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89102,NV,Unknown,1991-08-13,Afternoon,3/10/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,62,2021,3,1,12,0.08333333333333333
113,59.68,6683.43,Senior,6,1224,1 year or Less,charter communications,southwest,california,MOBL,PHONE,TOUCH_ID,ALLOW,89102,NV,2-3 years,2002-05-02,Morning,2/13/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,75,2021,2,1,12,0.08333333333333333
114,0.01,0.0,Senior,6,65,3-4 years,comcast,mountain,colorado,MOBL,MOBILE,UN_PWD,ALLOW,89102,NV,2-3 years,2018-02-25,Morning,5/21/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,61,2021,5,1,12,0.08333333333333333
115,0.01,2656.28,Senior,4,492,1 year or Less,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89102,NV,Unknown,2004-12-13,Morning,2/25/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,65,2021,2,1,12,0.08333333333333333
116,464.88,0.0,Senior,14,2602,3-4 years,charter communications,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,89102,NV,1 year or Less,2002-07-19,Morning,8/15/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,60,2021,8,1,12,0.08333333333333333
117,880.37,9766.11,Senior,3,358,Unknown,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89102,NV,Unknown,2016-12-26,Morning,1/1/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,70,2021,1,1,12,0.08333333333333333
118,0.01,0.0,Senior,5,2622,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,89102,NV,Unknown,1996-04-08,Afternoon,5/23/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,60,2021,5,1,12,0.08333333333333333
119,486.5,3987.34,Young Adult,4,1027,1 year or Less,hivelocity  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,89102,NV,2-3 years,2013-07-20,Afternoon,7/13/2021,Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,26,2021,7,1,12,0.08333333333333333
120,35.3,124008.95,Senior,4,1291,Unknown,att services inc,south central,texas,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,89102,NV,Unknown,2000-02-10,Early Morning,5/5/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,60,2021,5,1,12,0.08333333333333333
121,1.77,1148.73,Adult,3,267,1 year or Less,at&t mobility llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89102,NV,1 year or Less,2000-07-25,Afternoon,2/1/2021,Non-Fraud,36729.0,53252.0,4,NV,67.15,13,2,22,35,2021,2,1,12,0.08333333333333333
122,72.42,0.0,Adult,9,12,3-4 years,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89044,NV,2-3 years,2017-12-02,Morning,1/6/2021,Non-Fraud,89012.0,116447.0,4,NV,67.15,13,2,22,48,2021,1,0,3,0.0
123,70.11,10764.1,Young Adult,10,166,Unknown,comcast cable communications  llc,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,89044,NV,2-3 years,1997-08-28,Evening,4/17/2021,Non-Fraud,89012.0,116447.0,4,NV,67.15,13,2,22,21,2021,4,0,3,0.0
124,77.12,1874.14,Young Adult,3,2689,1 year or Less,charter communications inc,southwest,california,ONLN,missing,UN_PWD,ALLOW,89044,NV,Unknown,1989-10-16,Morning,2/24/2021,Non-Fraud,89012.0,116447.0,4,NV,67.15,13,2,22,29,2021,2,0,3,0.0
125,461.79,10018.89,Young Adult,3,522,Unknown,comcast cable communications  llc,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,89113,NV,Unknown,2020-04-30,Evening,6/1/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,23,2021,6,0,23,0.0
126,0.01,0.0,Senior,4,257,2-3 years,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1997-07-01,Evening,7/14/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,71,2021,7,0,23,0.0
127,476.1,95323.39,Young Adult,6,558,Unknown,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,2-3 years,2013-04-13,Evening,5/3/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,29,2021,5,0,23,0.0
128,16.2,2496.82,Young Adult,3,1267,Unknown,cox communications inc.,southwest,arizona,MOBL,MOBILE,FACE_ID,ALLOW,89113,NV,Unknown,2015-09-01,Afternoon,6/1/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,27,2021,6,0,23,0.0
129,3.19,0.0,Adult,3,1063,3-4 years,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,89113,NV,2-3 years,2002-10-14,Afternoon,3/29/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,49,2021,3,0,23,0.0
130,784.3,0.0,Adult,3,257,1 year or Less,t-mobile usa  inc.,mid atlantic,virginia,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1983-01-01,Afternoon,6/20/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,56,2021,6,0,23,0.0
131,420.87,5910.17,Senior,10,45,Unknown,charter communications,southwest,nevada,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,89113,NV,Unknown,1977-06-07,Morning,7/2/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,79,2021,7,0,23,0.0
132,5.79,10470.4,Adult,3,886,1 year or Less,t-mobile usa  inc.,south central,texas,MOBL,missing,FACE_ID,ALLOW,89113,NV,2-3 years,2009-02-14,Afternoon,3/22/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,47,2021,3,0,23,0.0
133,6.87,1929.94,Senior,3,2593,2-3 years,google  llc,southeast,georgia,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1997-02-17,Afternoon,5/13/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,79,2021,5,0,23,0.0
134,41.9,6114.97,Adult,8,135,1 year or Less,comcast,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,2011-03-26,Morning,4/23/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,45,2021,4,0,23,0.0
135,8.34,24095.67,Adult,4,962,2-3 years,cox communications inc.,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,89113,NV,2-3 years,2000-10-05,Early Morning,4/21/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,39,2021,4,0,23,0.0
136,0.01,0.0,Senior,6,1456,3-4 years,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,2002-10-11,Early Morning,4/29/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,63,2021,4,0,23,0.0
137,0.01,0.0,Senior,6,619,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,2000-05-23,Afternoon,7/1/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,60,2021,7,0,23,0.0
138,11.8,0.0,Senior,3,1103,Unknown,charter communications,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1996-10-21,Afternoon,2/19/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,62,2021,2,0,23,0.0
139,77.04,2380.36,Senior,6,632,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,2009-07-20,Evening,7/1/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,79,2021,7,0,23,0.0
140,0.01,0.0,Young Adult,4,312,1 year or Less,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1997-01-08,Afternoon,3/30/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,29,2021,3,0,23,0.0
141,0.01,0.0,Senior,6,1205,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,2-3 years,1992-03-24,Morning,2/14/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,60,2021,2,0,23,0.0
142,28.3,0.0,Adult,2,75,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1998-09-06,Afternoon,5/15/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,50,2021,5,0,23,0.0
143,118.78,13911.58,Adult,0,1912,Unknown,t-mobile usa  inc.,southeast,florida,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1975-01-02,Morning,7/4/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,52,2021,7,0,23,0.0
144,361.58,0.0,Senior,6,956,1 year or Less,t-mobile usa  inc.,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,2-3 years,2004-06-01,Morning,6/21/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,70,2021,6,0,23,0.0
145,473.79,0.0,Adult,3,13,Unknown,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,89113,NV,Unknown,1996-07-16,Morning,2/8/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,52,2021,2,0,23,0.0
146,0.01,2189.18,Senior,4,36,Unknown,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1988-12-30,Morning,3/16/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,70,2021,3,0,23,0.0
147,4.01,1076.25,Senior,4,727,3-4 years,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,89113,NV,Unknown,1999-02-09,Afternoon,2/7/2021,Non-Fraud,72479.0,100550.0,4,NV,67.15,13,2,22,60,2021,2,0,23,0.0
148,466.54,0.0,Senior,3,252,1 year or Less,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1998-07-27,Afternoon,3/16/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,60,2021,3,0,22,0.0
149,359.31,1033.65,Young Adult,6,60,1 year or Less,charter communications inc,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,89031,NV,3-4 years,1992-08-04,Evening,8/10/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,26,2021,8,0,22,0.0
150,0.01,0.0,Senior,6,10,2-3 years,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,89031,NV,Unknown,1993-07-01,Morning,5/3/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,60,2021,5,0,22,0.0
151,0.01,0.0,Senior,3,168,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1999-04-22,Afternoon,5/24/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,61,2021,5,0,22,0.0
152,4.85,95.11,Adult,4,174,1 year or Less,charter communications,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,2000-02-01,Morning,1/18/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,53,2021,1,0,22,0.0
153,0.01,0.0,Adult,11,108,Unknown,cox communications inc.,southwest,nevada,MOBL,DESKTOP,UN_PWD,ALLOW,89031,NV,Unknown,2002-07-03,Morning,2/23/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,54,2021,2,0,22,0.0
154,478.1,0.0,Young Adult,5,74,1 year or Less,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1995-02-28,Morning,3/3/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,26,2021,3,0,22,0.0
155,0.01,0.0,Senior,13,1774,Unknown,cox communications inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,89031,NV,2-3 years,1983-08-23,Afternoon,1/8/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,76,2021,1,0,22,0.0
156,0.01,0.0,Adult,8,1013,1 year or Less,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1998-08-08,Morning,7/4/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,53,2021,7,0,22,0.0
157,11.72,525.02,Senior,6,812,3-4 years,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1992-12-09,Afternoon,7/4/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,70,2021,7,0,22,0.0
158,469.79,0.0,Adult,3,116,2-3 years,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1997-01-31,Evening,6/4/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,47,2021,6,0,22,0.0
159,0.01,3473.87,Senior,2,222,1 year or Less,comcast,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,2000-06-02,Morning,1/8/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,79,2021,1,0,22,0.0
160,0.01,0.0,Young Adult,5,3,1 year or Less,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,2016-01-01,Evening,5/1/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,21,2021,5,0,22,0.0
161,0.01,0.0,Adult,3,512,1 year or Less,at&t mobility llc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,1 year or Less,2003-08-20,Afternoon,6/20/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,42,2021,6,0,22,0.0
162,0.01,0.0,Adult,3,135,1 year or Less,cox communications inc.,southwest,arizona,MOBL,MOBILE,FACE_ID,ALLOW,89031,NV,Unknown,2002-04-07,Afternoon,3/13/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,53,2021,3,0,22,0.0
163,61.37,0.0,Senior,6,372,1 year or Less,comcast,mountain,colorado,ONLN,MOBILE,AFA_PL,ALLOW,89031,NV,1 year or Less,2018-10-30,Morning,7/30/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,73,2021,7,0,22,0.0
164,6.81,0.0,Senior,3,40,3-4 years,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,1 year or Less,1986-02-28,Evening,4/28/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,65,2021,4,0,22,0.0
165,35.18,108017.97,Senior,6,495,1 year or Less,nevada system of higher education,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1989-08-27,Afternoon,4/20/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,60,2021,4,0,22,0.0
166,269.98,105.27,Senior,2,32,1 year or Less,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,TOUCH_ID,ALLOW,89031,NV,Unknown,1932-11-19,Afternoon,2/2/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,61,2021,2,0,22,0.0
167,0.01,20979.27,Adult,5,1103,1 year or Less,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89031,NV,1 year or Less,1998-03-16,Morning,3/3/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,35,2021,3,0,22,0.0
168,21.12,650.66,Adult,9,156,2-3 years,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,2-3 years,1981-10-10,Evening,6/3/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,39,2021,6,0,22,0.0
169,465.43,0.0,Adult,6,512,Unknown,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,Unknown,1986-07-14,Evening,2/28/2021,Non-Fraud,66170.0,77489.0,4,NV,67.15,13,2,22,39,2021,2,0,22,0.0
170,49.03,11179.68,Senior,5,182,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,Unknown,1994-10-19,Early Morning,1/8/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,85,2021,1,1,21,0.047619047619047616
171,356.56,0.0,Senior,4,321,3-4 years,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,Unknown,1997-08-07,Morning,4/10/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,60,2021,4,1,21,0.047619047619047616
172,0.01,3062.75,Young Adult,3,1243,3-4 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89148,NV,2-3 years,1997-04-08,Morning,4/14/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,24,2021,4,1,21,0.047619047619047616
173,185.3,0.0,Senior,4,515,1 year or Less,comcast,mountain,colorado,ONLN,MOBILE,AFA_PL,ALLOW,89148,NV,1 year or Less,1998-04-05,Afternoon,2/1/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,76,2021,2,1,21,0.047619047619047616
174,469.71,394.85,Adult,3,415,1 year or Less,cox communications inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,89148,NV,Unknown,2020-10-11,Afternoon,2/28/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,36,2021,2,1,21,0.047619047619047616
175,493.31,2674.04,Young Adult,4,869,1 year or Less,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,3-4 years,2019-10-19,Afternoon,7/3/2021,Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,21,2021,7,1,21,0.047619047619047616
176,181.44,0.0,Adult,6,231,1 year or Less,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,89148,NV,2-3 years,1993-10-18,Afternoon,1/22/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,33,2021,1,1,21,0.047619047619047616
177,1.04,0.0,Adult,5,243,Unknown,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,89148,NV,1 year or Less,1997-07-26,Morning,2/12/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,49,2021,2,1,21,0.047619047619047616
178,475.28,0.0,Adult,5,855,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,3-4 years,2002-04-14,Afternoon,6/9/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,46,2021,6,1,21,0.047619047619047616
179,2.68,0.0,Senior,8,437,Unknown,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,Unknown,1997-09-01,Evening,2/28/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,68,2021,2,1,21,0.047619047619047616
180,47.17,0.0,Adult,7,62,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,Unknown,1994-03-14,Afternoon,3/1/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,59,2021,3,1,21,0.047619047619047616
181,1.02,0.0,Senior,2,96,3-4 years,att services inc,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,89148,NV,Unknown,2021-07-12,Unknown,2021-07-12 00:00:00,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,77,9999,,1,21,0.047619047619047616
182,43.01,0.0,Senior,4,28,Unknown,at&t mobility llc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,89148,NV,1 year or Less,1999-04-25,Morning,4/2/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,75,2021,4,1,21,0.047619047619047616
183,68.13,25588.58,Adult,6,63,1 year or Less,cox communications inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,89148,NV,Unknown,2000-09-06,Evening,4/4/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,46,2021,4,1,21,0.047619047619047616
184,0.01,0.0,Senior,12,68,1 year or Less,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89148,NV,1 year or Less,2001-08-25,Afternoon,3/26/2021,Non-Fraud,76359.0,89315.0,4,NV,67.15,13,2,22,69,2021,3,1,21,0.047619047619047616
